customer_id,segment,monthly_spend,support_calls,converted
C00148,plus,43.4841,1,0
C00149,plus,14.0746,1,0
C00150,basic,22.124,0,0
C00151,basic,57.0596,1,0
C00152,basic,37.5684,1,0
C00153,basic,30.3373,0,1
C00154,basic,27.3424,0,0
C00155,basic,41.1062,4,0
C00156,basic,21.5101,0,0
C00157,basic,36.0937,1,0
C00158,plus,17.8532,0,0
C00159,premium,57.8119,0,0
C00160,basic,32.2829,2,0
C00161,basic,26.9723,1,0
C00162,premium,12.7403,4,0
C00163,basic,23.6713,0,0
C00164,basic,13.6038,1,0
C00165,basic,25.7806,1,0
C00166,basic,45.5082,0,0
C00167,plus,38.8011,1,0
C00168,plus,56.6686,0,1
C00169,plus,61.7691,6,0
C00170,premium,77.7223,4,0
C00171,plus,17.8775,3,0
C00172,premium,161.9949,2,0
C00173,basic,49.4665,0,1
C00174,basic,20.6112,0,1
C00175,premium,53.9669,0,1
C00176,basic,55.0302,1,0
C00177,basic,16.0597,0,0
C00178,premium,31.5615,2,0
C00179,basic,32.5994,0,0
C00180,basic,13.8454,1,0
C00181,basic,14.7251,3,0
C00182,basic,10.7243,0,0
C00183,premium,53.4126,1,0
C00184,basic,16.1774,0,0
C00185,plus,41.8707,3,0
C00186,basic,19.0473,2,0
C00187,basic,20.784,1,0
C00188,premium,113.6802,0,1
C00189,basic,41.3783,1,0
C00190,basic,13.9054,0,0
C00191,plus,9.0031,1,1
C00192,basic,44.9478,1,0
C00193,basic,28.29,1,0
C00194,basic,25.7922,0,0
C00195,basic,39.9759,4,1
C00196,plus,38.4493,2,0
C00197,plus,29.1887,1,0
C00198,plus,84.0013,1,1
C00199,basic,34.4119,1,0
C00200,premium,87.4769,2,0
C00201,plus,21.2665,2,0
C00202,basic,26.9244,2,0
C00203,basic,12.1592,2,0
C00204,premium,13.2965,3,0
C00205,basic,50.017,2,0
C00206,basic,15.1954,3,0
C00207,basic,62.4588,0,0
C00208,basic,39.6194,0,0
C00209,basic,20.9068,2,0
C00210,basic,124.5138,1,0
C00211,basic,48.3061,0,0
C00212,plus,31.0437,0,0
C00213,premium,22.777,2,1
C00214,basic,13.3717,0,0
C00215,basic,50.832,1,0
C00216,plus,15.6834,0,0
C00217,premium,135.931,1,1
C00218,basic,18.0022,0,0
C00219,plus,78.326,4,0
C00220,plus,45.9585,1,0
C00221,basic,23.0504,0,0
C00222,basic,47.1503,2,1
C00223,plus,62.742,1,0
C00224,basic,83.4885,1,0
C00225,plus,58.9654,0,0
C00226,plus,36.0387,2,0
C00227,premium,133.6642,1,1
C00228,basic,38.2221,1,0
C00229,basic,72.6852,0,0
C00230,basic,40.4452,1,0
C00231,premium,79.512,1,1
C00232,plus,30.3593,1,0
C00233,basic,8.3563,1,0
C00234,premium,42.2303,0,1
C00235,basic,64.5466,1,0
C00236,premium,69.7694,1,0
C00237,basic,21.6845,1,0
C00238,plus,76.8019,4,0
C00239,plus,19.558,1,0
C00240,basic,7.9072,1,1
C00241,premium,191.0149,1,1
C00242,plus,42.1558,1,0
C00243,basic,46.7747,0,0
C00244,premium,115.9827,2,1
C00245,basic,42.1044,0,0
C00246,basic,24.8228,1,0
C00247,basic,45.3321,1,0
C00248,plus,29.4973,0,0
C00249,basic,14.9919,1,0
C00250,premium,43.3543,3,1
C00251,premium,38.8713,0,0
C00252,basic,9.4792,2,1
C00253,basic,66.2676,1,0
C00254,basic,32.8152,0,0
C00255,basic,58.8612,0,0
C00256,plus,20.5281,0,0
C00257,premium,26.1752,2,0
C00258,basic,14.9146,0,0
C00259,plus,46.0575,0,0
C00260,plus,72.6732,3,0
C00261,basic,27.7893,1,0
C00262,premium,130.8185,1,1
C00263,basic,35.358,0,0
C00264,basic,34.9683,1,0
C00265,premium,44.6057,2,0
C00266,basic,37.6272,3,0
C00267,basic,28.7267,1,0
C00268,basic,26.6751,3,0
C00269,plus,69.3937,1,1
C00270,basic,13.0586,2,0
C00271,basic,24.6189,1,0
C00272,basic,56.5433,1,0
C00273,basic,91.1382,3,0
C00274,basic,26.8708,1,0
C00275,basic,12.6111,0,0
C00276,basic,12.3188,0,0
C00277,basic,115.4598,0,1
C00278,basic,12.2287,2,0
C00279,basic,31.7995,0,0
C00280,basic,32.231,1,0
C00281,basic,25.5287,0,0
C00282,plus,51.6779,2,0
C00283,basic,23.6746,1,0
C00284,basic,22.0829,1,0
C00285,premium,44.7513,2,0
C00286,plus,142.2972,0,1
C00287,basic,19.3183,0,0
C00288,basic,45.1791,0,0
C00289,basic,17.6269,1,1
C00290,basic,34.8182,3,0
C00291,basic,29.9595,0,0
C00292,basic,69.6151,1,1
C00293,basic,12.284,2,0
C00294,basic,15.9575,0,0
C00295,basic,25.4695,2,0
C00296,basic,27.8481,0,1
C00297,basic,46.3897,2,0
C00298,plus,42.0434,0,0
C00299,plus,13.8954,1,0
C00300,premium,100.6769,1,1
C00301,basic,50.0088,0,0
C00302,basic,14.9519,0,0
C00303,plus,13.5234,0,0
C00304,premium,53.1293,2,0
C00305,basic,45.4423,0,0
C00306,premium,52.331,0,0
C00307,basic,29.5812,0,0
C00308,basic,52.9915,0,0
C00309,plus,9.922,3,0
C00310,basic,6.7198,0,0
C00311,basic,35.6458,0,1
C00312,basic,21.0906,1,0
C00313,plus,53.623,1,0
C00314,premium,107.3638,0,1
C00315,basic,61.0388,0,0
C00316,plus,30.3571,1,0
C00317,premium,30.2346,0,0
C00318,plus,36.4492,0,1
C00319,basic,23.502,0,1
C00320,basic,24.2566,0,1
C00321,basic,20.5488,3,0
C00322,basic,32.8939,4,0
C00323,basic,24.5993,1,1
C00324,plus,32.0951,1,0
C00325,basic,55.0798,0,0
C00326,plus,27.8071,1,1
C00327,premium,50.8063,3,0
C00328,premium,32.109,2,0
C00329,premium,74.5934,0,1
C00330,basic,40.7598,1,0
C00331,plus,35.4588,2,0
C00332,plus,69.8589,5,0
C00333,plus,40.7008,0,0
C00334,basic,27.3815,1,0
C00335,basic,33.0823,0,0
C00336,basic,33.7671,1,0
C00337,premium,62.1982,1,0
C00338,plus,65.7546,3,0
C00339,basic,17.0525,1,0
C00340,plus,69.2549,2,1
C00341,premium,54.2152,3,0
C00342,basic,24.6976,2,0
C00343,plus,28.7865,1,0
C00344,plus,44.3301,1,1
C00345,premium,26.9206,0,1
C00346,basic,80.868,1,0
C00347,basic,43.0134,1,1
C00348,basic,49.1236,1,0
C00349,basic,28.3823,1,0
C00350,plus,28.2533,1,0
C00351,plus,42.3781,0,0
C00352,premium,115.1066,3,1
C00353,plus,54.6148,3,0
C00354,premium,124.9136,2,0
C00355,premium,41.1227,1,0
C00356,basic,54.6601,0,0
C00357,plus,50.1831,3,0
C00358,premium,16.8594,4,0
C00359,basic,17.2441,1,0
C00360,basic,47.4363,0,0
C00361,basic,7.0978,2,0
C00362,basic,22.2811,0,0
C00363,basic,39.2355,0,1
C00364,basic,36.0991,0,0
C00365,basic,71.7842,1,0
C00366,basic,24.3416,1,0
C00367,basic,18.7875,1,0
C00368,basic,63.5988,2,0
C00369,plus,20.3893,0,0
C00370,basic,32.7519,2,0
C00371,basic,30.9955,1,0
C00372,plus,20.5914,1,0
C00373,basic,21.8141,0,0
C00374,basic,27.8892,2,0
C00375,basic,18.6028,0,0
C00376,basic,11.8865,1,0
C00377,premium,37.538,1,0
C00378,premium,66.3935,4,1
C00379,basic,21.6834,0,0
C00380,basic,17.2278,0,0
C00381,plus,26.711,0,1
C00382,basic,28.6528,1,1
C00383,basic,15.4229,3,0
C00384,basic,48.1219,0,0
C00385,basic,28.4592,2,0
C00386,basic,23.0438,1,0
C00387,basic,21.0538,0,1
C00388,premium,87.3548,0,1
C00389,basic,38.0887,0,0
C00390,premium,44.5346,0,1
C00391,premium,163.3009,0,1
C00392,basic,23.7479,2,0
C00393,plus,27.2524,2,0
C00394,premium,42.6415,0,0
C00395,basic,35.3878,1,1
C00396,plus,33.5328,1,0
C00397,premium,38.9799,2,1
C00398,plus,19.0066,1,0
C00399,basic,29.7996,2,0
C00400,basic,7.4996,3,0
C00401,basic,21.2873,1,0
C00402,plus,39.7635,1,0
C00403,premium,37.9254,0,0
C00404,basic,26.6333,2,0
C00405,basic,33.7753,1,0
C00406,basic,41.975,1,0
C00407,plus,51.4683,0,0
C00408,basic,75.0101,0,1
C00409,basic,37.0249,1,0
C00410,basic,56.0751,0,0
C00411,plus,18.526,2,0
C00412,plus,32.6767,0,0
C00413,plus,44.4806,0,0
C00414,plus,43.3819,1,1
C00415,plus,37.4851,1,0
C00416,basic,46.9169,1,0
C00417,plus,16.8992,1,0
C00418,basic,10.404,1,0
C00419,basic,28.0566,1,0
C00420,plus,83.9882,0,1
C00421,basic,15.441,2,0
C00422,basic,9.8847,1,0
C00423,premium,31.8592,2,0
C00424,plus,46.9286,0,0
C00425,basic,52.2761,2,0
C00426,plus,30.9789,4,0
C00427,basic,7.8691,0,0
C00428,basic,66.7502,0,1
C00429,basic,20.1246,1,1
C00430,basic,97.0201,1,0
C00431,basic,32.7812,0,0
C00432,premium,82.8291,2,1
C00433,basic,54.3752,0,0
C00434,premium,42.3693,2,1
C00435,basic,21.0608,0,0
C00436,basic,30.4579,2,0
C00437,basic,52.9001,1,0
C00438,basic,51.2915,2,0
C00439,basic,12.3259,1,1
C00440,plus,30.3063,0,0
C00441,basic,16.0097,1,0
C00442,plus,38.6079,1,0
C00443,basic,28.7059,1,0
C00444,plus,30.926,1,0
C00445,basic,36.7589,0,0
C00446,basic,40.3966,0,0
C00447,basic,37.266,0,0
C00448,basic,14.8552,0,0
C00449,premium,40.0048,0,1
C00450,premium,171.7792,1,1
C00451,basic,45.0244,0,0
C00452,premium,32.2371,0,0
C00453,basic,32.3888,1,0
C00454,basic,18.4748,1,0
C00455,premium,49.1116,1,0
C00456,plus,22.9804,2,0
C00457,plus,60.9288,2,0
C00458,plus,28.3863,0,1
C00459,basic,33.011,1,0
C00460,plus,40.0266,4,1
C00461,premium,48.3775,0,0
C00462,plus,14.4404,0,0
C00463,basic,20.7865,1,1
C00464,plus,110.5811,2,1
C00465,plus,55.5275,2,1
C00466,premium,152.8861,0,1
C00467,premium,52.291,3,0
C00468,basic,35.8325,1,0
C00469,plus,36.2121,2,0
C00470,basic,39.5063,0,1
C00471,plus,46.8303,1,0
C00472,plus,25.4445,1,0
C00473,plus,31.9247,0,1
C00474,basic,30.3333,0,0
C00475,basic,15.2645,1,0
C00476,basic,27.9602,2,0
C00477,plus,54.8516,0,0
C00478,plus,63.9357,1,0
C00479,plus,84.6537,0,0
C00480,basic,17.569,1,0
C00481,basic,22.8972,1,0
C00482,premium,56.5686,0,1
C00483,basic,56.4961,2,0
C00484,basic,26.8349,0,0
C00485,basic,34.6185,1,1
C00486,basic,36.0785,0,1
C00487,plus,38.7569,0,0
C00488,basic,20.4781,1,0
C00489,basic,15.8069,1,1
C00490,basic,21.7377,3,0
C00491,basic,10.6193,2,0
C00492,basic,22.8628,0,1
C00493,plus,57.6959,1,1
C00494,basic,68.9638,0,0
C00495,basic,17.9284,1,0
C00496,plus,41.8108,2,0
C00497,basic,25.5576,0,0
C00498,basic,42.7116,0,0
C00499,basic,8.1116,0,0
C00500,basic,29.6002,0,0
C00501,plus,19.1893,2,1
C00502,basic,22.8043,0,0
C00503,basic,25.0598,2,0
C00504,basic,59.0033,1,0
C00505,basic,17.8697,3,0
C00506,basic,9.3383,1,0
C00507,premium,58.3506,3,1
C00508,basic,39.5859,0,1
C00509,basic,20.8411,2,0
C00510,basic,42.4432,1,0
C00511,plus,73.4062,2,1
C00512,premium,178.3911,0,1
C00513,plus,20.5222,2,1
C00514,basic,54.5632,1,1
C00515,basic,7.5485,0,1
C00516,basic,8.2784,1,0
C00517,basic,30.5048,2,0
C00518,premium,14.8366,1,0
C00519,basic,23.7276,1,0
C00520,basic,47.7882,2,0
C00521,plus,47.1154,1,1
C00522,basic,32.55,1,1
C00523,basic,19.344,1,0
C00524,basic,20.8842,1,0
C00525,plus,19.626,2,1
C00526,plus,40.0667,2,1
C00527,basic,6.2908,0,0
C00528,premium,41.3946,1,0
C00529,plus,16.1029,2,0
C00530,plus,12.8568,2,0
C00531,premium,20.8803,4,0
C00532,basic,24.4818,1,0
C00533,premium,76.3612,0,0
C00534,plus,27.9861,1,0
C00535,premium,51.4256,0,1
C00536,plus,69.4051,1,0
C00537,plus,31.9139,0,0
C00538,plus,68.7504,1,1
C00539,basic,16.7022,1,0
C00540,premium,47.6262,3,0
C00541,plus,22.0704,2,0
C00542,basic,24.7392,1,0
C00543,basic,53.8111,3,0
C00544,basic,19.5842,0,0
C00545,basic,18.9062,0,0
C00546,basic,38.4301,0,1
C00547,basic,30.9777,0,0
C00548,basic,17.5254,3,0
C00549,basic,44.0352,1,1
C00550,plus,31.9434,0,0
C00551,basic,64.0606,0,1
C00552,plus,62.5273,0,0
C00553,basic,10.5897,0,0
C00554,basic,26.767,1,0
C00555,basic,34.6269,0,0
C00556,plus,82.7896,3,0
C00557,basic,16.3685,1,1
C00558,premium,45.7785,2,0
C00559,plus,16.6959,2,1
C00560,premium,45.5199,1,0
C00561,premium,30.9313,2,0
C00562,plus,59.0377,2,1
C00563,basic,33.1128,1,0
C00564,basic,24.076,1,0
C00565,basic,14.4484,1,0
C00566,basic,72.743,0,0
C00567,plus,30.2158,3,0
C00568,basic,10.5863,0,1
C00569,basic,39.397,0,0
C00570,premium,16.5724,1,1
C00571,basic,14.5554,2,0
C00572,basic,15.9163,1,1
C00573,basic,13.9243,1,0
C00574,plus,17.9285,2,0
C00575,plus,23.4385,4,0
C00576,basic,20.534,2,0
C00577,premium,84.6148,0,0
C00578,premium,38.4292,1,1
C00579,basic,29.6254,1,0
C00580,basic,17.1165,1,0
C00581,basic,40.9175,1,1
C00582,basic,20.104,0,0
C00583,basic,91.2273,2,0
C00584,basic,59.2308,0,0
C00585,plus,41.9184,1,0
C00586,premium,109.4532,1,0
C00587,basic,20.3297,1,0
C00588,premium,29.2785,1,0
C00589,basic,62.028,1,0
C00590,basic,27.1314,0,0
C00591,basic,8.3154,1,1
C00592,basic,48.4492,0,0
C00593,premium,17.3592,0,1
C00594,basic,26.8491,0,0
C00595,plus,28.0116,1,0
C00596,basic,31.3245,0,0
C00597,basic,14.0625,1,0
C00598,basic,12.3689,1,0
C00599,basic,23.0293,1,0
C00600,plus,75.174,0,0
C00601,plus,27.7187,1,0
C00602,premium,60.6248,0,1
C00603,premium,22.176,3,1
C00604,basic,21.5671,2,0
C00605,basic,25.5398,1,0
C00606,plus,66.5535,2,1
C00607,basic,63.7825,1,1
C00608,premium,46.4204,1,0
C00609,basic,56.7518,0,0
C00610,basic,8.7873,1,0
C00611,basic,22.6286,3,1
C00612,plus,13.2501,1,0
C00613,basic,43.6893,0,0
C00614,basic,27.7659,2,0
C00615,plus,22.7669,0,1
C00616,premium,42.3656,0,0
C00617,plus,41.8672,0,0
C00618,plus,66.4601,0,0
C00619,plus,12.4117,1,0
C00620,premium,67.5698,1,0
C00621,premium,57.5225,4,0
C00622,basic,19.521,2,1
C00623,basic,51.0517,2,0
C00624,plus,60.605,0,0
C00625,plus,72.9792,2,0
C00626,premium,33.1825,2,0
C00627,basic,18.1647,0,0
C00628,plus,19.0573,0,0
C00629,basic,85.2073,0,1
C00630,basic,52.384,0,0
C00631,plus,124.1653,0,0
C00632,basic,48.3344,0,0
C00633,basic,39.191,0,0
C00634,basic,20.0238,3,0
C00635,plus,40.5423,0,0
C00636,basic,18.7223,1,0
C00637,premium,53.3445,0,1
C00638,premium,19.2362,0,1
C00639,plus,27.6143,2,1
C00640,basic,11.7721,2,0
C00641,plus,22.917,2,0
C00642,plus,48.2421,3,0
C00643,plus,17.3264,2,0
C00644,basic,42.8184,0,1
C00645,basic,9.9771,0,0
C00646,plus,40.3024,0,0
C00647,basic,45.8536,1,1
C00648,plus,83.8723,0,1
C00649,basic,21.6648,1,0
C00650,basic,55.3169,1,0
C00651,plus,27.5807,1,0
C00652,basic,22.8566,0,0
C00653,plus,14.679,1,0
C00654,premium,23.5643,3,0
C00655,basic,65.8091,1,1
C00656,plus,14.3014,2,0
C00657,basic,12.0554,0,0
C00658,plus,38.6355,0,0
C00659,plus,12.1686,0,0
C00660,plus,91.6803,2,0
C00661,basic,6.8429,1,0
C00662,basic,19.2772,0,1
C00663,premium,58.025,3,0
C00664,basic,17.6363,2,0
C00665,basic,8.4233,1,0
C00666,basic,18.3662,2,1
C00667,basic,50.6483,2,0
C00668,basic,37.6896,1,0
C00669,basic,9.7503,1,0
C00670,basic,21.2687,2,1
C00671,basic,36.4134,0,0
C00672,premium,47.421,2,0
C00673,basic,28.0733,2,0
C00674,basic,23.7086,1,1
C00675,basic,74.5731,0,0
C00676,basic,102.6385,1,1
C00677,plus,27.9089,3,1
C00678,basic,14.7337,1,1
C00679,basic,27.3887,1,0
C00680,basic,43.4139,0,1
C00681,premium,27.8269,2,0
C00682,premium,87.5686,3,1
C00683,basic,7.2908,0,1
C00684,plus,84.2027,2,0
C00685,premium,25.8183,3,0
C00686,plus,147.511,2,1
C00687,basic,76.5924,0,1
C00688,basic,28.4423,1,0
C00689,basic,24.4318,0,1
C00690,plus,47.0508,0,0
C00691,basic,36.7678,1,0
C00692,basic,165.1645,0,1
C00693,plus,25.6211,1,0
C00694,basic,46.3021,1,0
C00695,basic,7.8753,1,0
C00696,basic,109.966,0,0
C00697,basic,32.008,0,0
C00698,basic,20.943,0,0
C00699,basic,59.0928,0,0
C00700,basic,15.0092,0,0
C00701,plus,20.9762,0,0
C00702,plus,72.5537,1,1
C00703,basic,21.4988,0,0
C00704,plus,16.9229,0,0
C00705,basic,31.0999,0,0
C00706,premium,32.7407,0,0
C00707,basic,31.2054,0,1
C00708,basic,15.2546,0,0
C00709,basic,22.2259,1,1
C00710,basic,29.0596,1,0
C00711,plus,30.7409,0,0
C00712,plus,17.7074,0,0
C00713,premium,37.7388,2,0
C00714,basic,11.7574,0,0
C00715,plus,28.2732,4,0
C00716,basic,43.3775,0,0
C00717,basic,48.2171,1,0
C00718,basic,59.1507,0,0
C00719,basic,43.2512,4,1
C00720,plus,27.7768,0,0
C00721,plus,11.5624,2,0
C00722,basic,20.8364,0,0
C00723,basic,27.5941,0,0
C00724,plus,20.6216,0,0
C00725,basic,45.2252,1,0
C00726,basic,17.7653,0,0
C00727,basic,50.6751,0,0
C00728,plus,35.1069,0,0
C00729,basic,18.4831,2,1
C00730,basic,22.6983,1,0
C00731,basic,16.4385,1,0
C00732,premium,96.3439,1,1
C00733,basic,32.5884,0,1
C00734,premium,36.1405,3,0
C00735,plus,24.6393,1,0
C00736,premium,12.7364,1,0
C00737,basic,12.8772,1,0
C00738,premium,99.3354,2,1
C00739,premium,48.1916,1,1
C00740,plus,17.3778,0,0
C00741,basic,52.5087,1,0
C00742,basic,38.8192,1,0
C00743,basic,22.994,0,0
C00744,plus,26.4607,0,0
C00745,basic,22.8716,1,0
C00746,basic,19.6776,1,0
C00747,premium,36.2625,0,1
C00748,basic,10.3816,0,1
C00749,basic,113.3401,0,0
C00750,basic,28.5014,2,0
C00751,basic,27.6696,0,0
C00752,basic,32.2099,1,0
C00753,basic,20.4716,2,0
C00754,basic,108.5929,0,0
C00755,basic,33.0482,2,0
C00756,basic,40.3382,0,0
C00757,basic,21.1357,0,0
C00758,premium,121.0173,3,1
C00759,premium,79.9991,2,0
C00760,basic,22.3132,0,0
C00761,premium,63.8996,5,1
C00762,plus,12.2177,1,0
C00763,plus,10.3326,0,1
C00764,plus,38.5898,2,0
C00765,plus,55.3496,3,1
C00766,premium,45.261,3,0
C00767,premium,8.5575,4,0
C00768,plus,25.1362,1,0
C00769,premium,47.6038,3,0
C00770,plus,26.4412,1,0
C00771,plus,37.9438,0,1
C00772,plus,85.2844,1,0
C00773,plus,37.481,0,0
C00774,basic,51.32,2,0
C00775,plus,46.3119,2,1
C00776,basic,34.3756,1,0
C00777,plus,22.0045,3,0
C00778,basic,28.16,0,0
C00779,premium,9.2416,2,0
C00780,basic,53.3866,0,0
C00781,basic,26.7653,2,0
C00782,basic,17.9879,2,0
C00783,basic,22.3282,1,0
C00784,basic,16.8783,2,1
C00785,plus,77.1508,0,1
C00786,plus,12.6661,0,0
C00787,premium,43.5939,1,0
C00788,plus,44.0905,1,0
C00789,basic,33.3752,0,0
C00790,basic,63.3371,1,0
C00791,basic,25.5893,0,0
C00792,basic,44.5336,2,0
C00793,basic,25.8762,0,0
C00794,plus,36.2176,1,0
C00795,basic,55.8689,0,0
C00796,premium,45.9504,1,0
C00797,premium,30.8221,1,0
C00798,basic,127.9774,0,1
C00799,premium,56.6443,2,0
C00800,basic,51.0953,1,0
C00801,basic,20.7757,1,0
C00802,basic,49.1114,2,0
C00803,plus,14.8136,2,0
C00804,basic,19.3188,0,0
C00805,basic,72.4851,0,0
C00806,basic,47.1364,0,0
C00807,plus,59.7094,4,1
C00808,plus,56.9845,0,0
C00809,basic,26.2296,2,0
C00810,premium,9.4119,1,0
C00811,premium,25.0123,0,1
C00812,basic,21.4014,3,1
C00813,basic,13.5873,2,0
C00814,basic,64.1271,0,0
C00815,plus,43.2733,4,0
C00816,premium,39.9864,0,0
C00817,plus,143.9752,1,0
C00818,basic,27.2088,0,0
C00819,basic,22.0492,0,0
C00820,plus,22.8059,1,1
C00821,basic,43.5392,3,0
C00822,basic,53.753,0,0
C00823,basic,56.7349,1,0
C00824,plus,24.6803,0,1
C00825,basic,14.2045,2,0
C00826,basic,44.9394,3,0
C00827,basic,63.3397,1,1
C00828,plus,29.0758,0,0
C00829,basic,89.8512,1,1
C00830,plus,55.2777,1,0
C00831,premium,67.7983,1,1
C00832,basic,22.2017,0,0
C00833,plus,32.8815,2,0
C00834,basic,38.4395,1,1
C00835,basic,10.2145,0,0
C00836,premium,35.3233,3,0
C00837,basic,15.4998,1,0
C00838,basic,25.588,0,0
C00839,basic,27.4194,1,0
C00840,basic,14.8325,2,0
C00841,basic,6.2789,1,0
C00842,basic,40.9459,2,1
C00843,basic,59.93,0,1
C00844,plus,53.7395,2,0
C00845,plus,25.0006,0,1
C00846,plus,40.396,1,0
C00847,basic,26.4359,2,1
C00848,basic,42.0816,1,0
C00849,basic,15.6439,1,0
C00850,plus,69.9861,1,1
C00851,premium,38.6284,4,0
C00852,plus,46.1939,1,0
C00853,basic,18.8447,0,0
C00854,basic,25.4648,1,0
C00855,premium,99.5286,3,1
C00856,premium,52.9942,0,1
C00857,basic,35.3184,2,0
C00858,basic,28.5104,1,0
C00859,plus,15.2843,2,0
C00860,basic,28.6593,1,0
C00861,basic,12.4353,1,0
C00862,basic,45.6108,0,1
C00863,basic,14.7917,1,0
C00864,premium,43.1618,3,1
C00865,basic,53.2671,1,1
C00866,plus,22.9029,1,1
C00867,basic,55.8739,3,1
C00868,premium,41.978,0,1
C00869,basic,39.1321,2,0
C00870,basic,40.8639,3,0
C00871,plus,35.3875,1,0
C00872,premium,54.6945,1,0
C00873,basic,31.3521,1,1
C00874,plus,29.8556,1,0
C00875,basic,28.91,0,0
C00876,basic,29.2002,2,0
